dlga_start:dialognotused|error
dlga_lord_ask_pardon:lord_truce_offer|Yes... I am weary of fighting you. I could offer you a truce of forty days. If you keep your word and do not molest my lands and subjects, we may talk again...
dlga_lord_truce_offer:close_window|I accept. Let us stop making war upon each other, for the time being anyway
dlga_lord_truce_offer:lord_pretalk|On second thought, such an accord would not be in my interests.
dlga_lord_ask_pardon:lord_ask_pardon_2|Hmm. I could use my considerable influence to arrange a pardon for you, {playername}, but there are some who see you as an enemy and will not be satisfied unless you pay tribute. All in all, you'd need to bring no less than {reg16} denars to make any friends in {s4}.
dlga_lord_ask_pardon:lord_pretalk.4|I am in no position to offer you anything. You must speak to {s7}.
dlga_lord_ask_pardon:lord_ask_pardon_2.1|Yes... I have bigger worries than you or your followers. However, you have wronged my subjects, and wrongs demand compensation. For the sume of {reg16} denars, I suppose that I could agree to grant you a pardon. What do you say?
dlga_lord_ask_pardon:lord_pretalk.5|I am sorry. I am in no position to offer you a pardon
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_accept|I have the money here. {reg16} denars.
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_deny|I fear I cannot pay that much.
dlga_lord_ask_pardon_tribue_accept:close_window|Excellent, {playername}. I will use this to make amends to those you have wronged, and I will let it be known that you are no longer an enemy of the {s4}.
dlga_lord_ask_pardon_tribue_accept:close_window.1|Excellent, {playername}. I'll use the coin to smooth the feathers of those that can oppose your pardon, and I'm sure that word will soon spread that you are no longer an enemy of {s4}.
dlga_lord_ask_pardon_tribue_deny:lord_pretalk|Then there's nothing I can do for you, {playername}. No silver, no pardon.
dlga_lord_talk:lord_active_mission_1|About the task you gave me...
dlga_lord_talk:lord_switch_to_spouse|Let us discuss matters related to our household.
dlga_lord_switch_to_spouse:lord_pretalk|Let us wait until we are in a hall, my wife, as it is difficult to deal with household inventories and such matters in the field.
dlga_lord_switch_to_spouse:spouse_talk|Certainly, my wife
dlga_lord_talk:lord_request_mission_ask|Do you have any tasks for me?
dlga_lord_talk:combined_political_quests|Do you think we can work together to advance our standings in this realm?
dlga_combined_political_quests:lord_pretalk|I do not imagine that you and I have many mutual interests.
dlga_combined_political_quests:lord_pretalk.1|Hmm.. Perhaps we can discuss this matter in a more private setting, at a later date.
dlga_combined_political_quests:lord_pretalk.2|Hmm.. I do have an idea, but it would require you that you be free of controversy. If you were to wait some time without getting into any arguments with the other lords of our realm, perhaps we could proceed further.
dlga_lord_talk:lord_ask_resign_marshalship|I wish to resign the marshalship
dlga_lord_ask_resign_marshalship:lord_pretalk|So be it. I shall have to find someone else.
dlga_lord_talk:lord_ask_enter_service|{s66}, I have come to offer you my sword in vassalage!
dlga_lord_talk:lord_ask_enter_service.1|{s66}, I wish to become your sworn {man/woman} and fight for your honour.
dlga_lord_talk:lord_ask_leave_service|{s66}, I wish to be released from my oath to you.
dlga_lord_talk:lord_talk_preoffer|I have an offer for you.
dlga_lord_talk:lord_give_troops|I want to give some troops to you.
dlga_lord_give_troops:lord_pretalk|Well, I could use some good soldiers. Thank you.
dlga_lord_talk:lord_give_order_ask|I have a new task for you.
dlga_lord_talk:lord_give_suggestion_ask|May I suggest a course of action?
dlga_lord_give_order_ask:lord_give_order|Yes?
dlga_lord_give_suggestion_ask:lord_give_order|I will gladly follow your direction, {sire/your Highness}. If you intend to direct an extensive campaign, however, you may also wish to declare yourself marshal, so there is no cause for confusion.
dlga_lord_give_suggestion_ask:lord_pretalk|My apologies. I don't know you well enough to take your advice.
dlga_lord_give_suggestion_ask:lord_give_order.1|What is it?
dlga_lord_give_order:lord_give_order_answer|Follow me.
dlga_lord_give_order:lord_give_order_answer.1|Will you follow me? I have a plan...
dlga_lord_give_order:lord_give_order_details_ask|Go to...
dlga_lord_give_order:lord_give_order_details_ask.1|Raid around the village of...
dlga_lord_give_order:lord_give_order_details_ask.2|Patrol around...
dlga_lord_give_order:lord_give_order_assault|Together, you and I can take {s11}. You should assault immediately...
dlga_lord_give_order:lord_give_order_details_ask.3|We are under attack, but the enemy can be repulsed. You should ride towards...
dlga_lord_give_order:lord_give_order_details_ask.4|We are under attack, but the enemy can be repulsed. You should assemble the army and march to...
dlga_lord_give_order_assault:lord_pretalk|{s4} is directing this siege. I suggest you speak to {reg4?her:him}
dlga_lord_give_order_assault:lord_pretalk.1|Our preparations are not yet ready. We need another {s11}
dlga_lord_give_order_assault:close_window|Very well -- to the walls!
dlga_lord_give_order:lord_give_order_details_ask.5|There is a fortress which can easily be taken. Go to..
dlga_lord_give_order:lord_give_order_details_ask.6|The enemy is coming in force. Flee in the direction of...
dlga_lord_give_order:lord_give_order_stop|I won't need you for some time. You are free to do as you like.
dlga_lord_give_order:lord_give_order_stop.1|You no longer need to accompany me.
dlga_lord_give_order:lord_pretalk|Never mind.
dlga_lord_give_order_details_ask:lord_pretalk|It is not my way to turn tail and run, without even laying eyes on the enemy.
dlga_lord_give_order_details_ask:lord_pretalk.1|You want me to shed my blood outside a fortress while others stand by and watch? I think not.
dlga_lord_give_order_details_ask:lord_give_order_details|Where?
dlga_lord_give_order_details:lord_give_order_answer|{s1}
dlga_lord_give_order_details:lord_pretalk|Never mind.
dlga_lord_give_order_stop:lord_pretalk|All right. I will stop here.
dlga_lord_give_order_answer:lord_give_order|That would hardly be proper. It would be more appropriate for you to follow me instead. Did you have any other ideas?
dlga_lord_give_order_answer:lord_pretalk|All right. I will do that.{s12}
dlga_lord_give_order_answer:lord_pretalk.1|I am sorry. I need to attend my own business at the moment.
dlga_lord_start:lord_talk.5|What is it?
dlga_lord_talk:lord_give_order_call_to_arms_verify|I want to start a new campaign. Let us assemble the army here.
dlga_lord_give_order_call_to_arms_verify:lord_give_order_call_to_arms_verify_2|You wish to summon all lords for a new campaign?
dlga_lord_give_order_call_to_arms_verify_2:lord_give_order_call_to_arms|Yes. We must gather all our forces before we march on the enemy.
dlga_lord_give_order_call_to_arms_verify_2:lord_pretalk|On second thought, it won't be necessary to summon everyone.
dlga_lord_give_order_call_to_arms:lord_pretalk|All right then. I will send messengers and tell everyone to come here.
dlga_lord_talk:lord_give_order_disband_army_verify|I want to end the campaign and let everyone return home.
dlga_lord_give_order_disband_army_verify:lord_give_order_disband_army_2|You want to end the current campaign and release all lords from duty?
dlga_lord_give_order_disband_army_2:lord_give_order_disband_army|Yes. We no longer need all our forces here.
dlga_lord_give_order_disband_army_2:lord_pretalk|On second thought, it will be better to stay together for now.
dlga_lord_give_order_disband_army:lord_pretalk|All right. I will let everyone know that they are released from duty.
dlga_lord_talk:lord_talk_ask_something|I wish to ask you something.
dlga_lord_talk_ask_something:lord_talk_ask_something_2|Aye? What is it?
dlga_lord_talk_ask_something_again:lord_talk_ask_something_2|Is there anything else?
dlga_lord_talk_ask_something_2:lord_talk_ask_location|I want to know the location of someone.
dlga_lord_talk_ask_something_2:lord_tell_objective|What are you and your men doing?
dlga_lord_talk_ask_something_2:lord_talk_ask_about_strategy|What is the realm doing?
dlga_lord_talk_ask_about_strategy:lord_pretalk|You should decide that, as you are the marshal.
dlga_lord_talk_ask_something_2:lord_talk_ask_about_war|How goes the war?
dlga_lord_talk_ask_something_2:lord_marriage_permission|{s19}
dlga_lord_marriage_permission:lord_pretalk|Great heaven, man -- if I haven't given you permission to see her, do you think I'm going to give you permission to marry her?
dlga_lord_marriage_permission:lord_pretalk.1|It is not my way to push my {s11} to marry against her will or her better judgment
dlga_lord_marriage_permission:lord_pretalk.2|Sorry, lad -- I'm not going to make my {s11} marry you, when I'd rather see her married to {s12}
dlga_lord_marriage_permission:lord_marriage_permission_endowment|Splendid news, my young man -- I shall be proud to have you in our family. Now, let us talk the terms of the marriage. As per our custom, the two of us must make sure that {s11} has sufficient finances to support herself, in the event of any unforeseen circumstances..
dlga_lord_marriage_permission_endowment:lord_marriage_permission_endowment_answer|I would say that, taking into consideration the prestige of our two houses, that you can provide a dower of {reg3} denars, while I will supply a dowry of {reg4} denars. This shall be her ladyship's property, as a security, lest for any reason you are unable to provide for her. What say you to that?
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_engagement_date|Very well -- so let it be.
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_endowment_answer_delay|I cannot afford that right now.
dlga_lord_marriage_permission_endowment_answer:lord_marriage_permission_endowment_answer_no|That is too much to pay.
dlga_lord_marriage_permission_endowment_answer_no:close_window|Well. I cannot in all decency allow my daughter to marry without some security, can I? Let me know if you change your mind.
dlga_lord_marriage_permission_engagement_date:close_window|Splendid! You two may now consider yourselves offically betrothed. Very well -- I shall plan to hold a great feast in {s24}, as soon as circumstances permit. We will be sure to notify you when the day comes.
dlga_lord_marriage_permission_engagement_date:close_window.1|Unfortunately, there is one final complication -- there is no safe place to hold the wedding. Let us hold off on finalizing this, for the time being.
dlga_lord_marriage_permission_endowment_answer_delay:lord_pretalk|No matter -- take the time you need to raise the money. I want her ladyship to be well looked after.
dlga_lord_marriage_permission_endowment_answer_delay:lord_pretalk.1|That is a shame, but I would be remiss in my duty if I allowed her ladyship to face an uncertain future.
dlga_lord_talk_ask_something_2:lord_courtship_permission|{s10} I have the honor of visiting with {s14}{s12}?
dlga_lord_courtship_permission:lord_pretalk|From what I hear, you have already spoken to her -- without my permission. Let me tell you this: I am her lord and guardian, and I have plans for her. I will not be mocked behind my back as a man who cannot control the women of his household. I would ask you not to discuss this matter with me again.
dlga_lord_courtship_permission:lord_pretalk.1|{s14}
dlga_lord_courtship_permission:lord_pretalk.2|{s12}
dlga_lord_talk_ask_something_2:lord_talk_ask_marriage_1|What would it take to cement a lasting alliance with your house?
dlga_lord_talk_ask_something_2:lord_pretalk|Nieważne.
dlga_lord_talk_ask_location:lord_talk_ask_location_2|O kim chciałbyś usłyszeć?
dlga_lord_talk_ask_location_2:lord_talk_ask_location_3|{s1}
dlga_lord_talk_ask_location_2:lady_pretalk|Nieważne.
dlga_lord_talk_ask_location_2:close_window|Nieważne.
dlga_lord_talk_ask_location_3:lady_pretalk|{s1}
dlga_lord_talk_ask_location_3:general_rozmowa|{s1}
dlga_lord_talk_ask_about_war:lord_talk_ask_about_war_2|{s12}
dlga_lord_talk_ask_about_war_2:lord_talk_ask_about_war_details|Tell me more about the war with {s1}.
dlga_lord_talk_ask_about_war_2:lord_pretalk|That's all I wanted to know. Thank you.
dlga_lord_talk_ask_about_war_details:lord_talk_ask_about_war_2|{s9}.
dlga_lord_talk_ask_about_strategy:lord_strategy_follow_evaluation|{s7} {s9} {s14}
dlga_lord_strategy_follow_evaluation:lord_talk_ask_something_2|Did you have any other questions?
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up|Our leader {s4} is far too cautious. {reg4?She:He} should either use the army to attack the enemy, or let it go home.
dlga_lord_strategy_follow_evaluation:lord_strategy_follow_up.1|Our army sits, doing nothing. Apparently, too few vassals have answered the call to arms. Perhaps {s4} does not enjoy the confidence of the great lords of this realm.
