dlga_start:dialognotused|error, 
dlga_lord_tell_mission_incriminate_commander_2:lord_tell_mission_incriminate_commander_3|I have written a fake letter to {s15}, bearing my own seal, which implicates him in a conspiracy with us to stage a coup in {s14}, in my favour. If we can make {s13} believe the letter is genuine, he will deal with {s15} very swiftly. Of course, the challenge there is to convince {s13} that the letter is indeed real...
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_4|Please continue, {s65}...
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_rejected|No, I will not sully myself with this dishonourable scheme.
dlga_lord_tell_mission_incriminate_commander_4:lord_tell_mission_incriminate_commander_5|This is where you come into play. You'll take the letter to {s14}, then give it to one of your soldiers and instruct him to take it to {s15}. I will have one of my spies inform the town garrison so that your man will be arrested on his way. The guards will then find the letter and take it to {s13}. They'll torture your man, of course, to try and get the truth out of him, but all he knows is that you ordered the letter to be delivered to {s15} under the utmost secrecy. {s13} knows you serve me, and the fool will certainly believe the whole charade.
dlga_lord_tell_mission_incriminate_commander_5:lord_tell_mission_incriminate_commander_7|Is that all?
dlga_lord_tell_mission_incriminate_commander_7:lord_tell_mission_incriminate_commander_8|There is one more thing... Your messenger must be someone trustworthy. If you sent the letter with a simple peasant, someone expendable, {s13} might suspect a plot. He may have the wits of a snail, but even a snail can see the obvious. Give the letter to someone of rank. One of your {s9}, perhaps.
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_9|What? I can't send one of my trusted {s9} to his death!
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_fin|Then a {s8} it will be.
dlga_lord_tell_mission_incriminate_commander_9:lord_tell_mission_incriminate_commander_10|Come now, {playername}. There is a place for sentimentality, but this is not it. Believe me, you shall be generously compensated, and what is the purpose of soldiers if not to die at our say-so?
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_fin|A {s8} it is.
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_rejected|No, I'll not sacrifice one of my chosen men.
dlga_lord_tell_mission_incriminate_commander_fin:lord_pretalk|I can't tell you how pleased I am to hear that, {playername}. You are removing one of the greatest obstacles in my path. Here is the letter, as well as 300 denars for your expenses. Remember, there'll be more once you succeed. Much, much more...
dlga_lord_tell_mission:lord_mission_told.2|A group of my soldiers were captured in a recent skirmish with the enemy. Thankfully we have a mutual agreement of prisoner exchange, and they will release my men, but they want us to give them prisoners of equal rank and number. Prisoners I don't currently have. So, I need a good {man/warrior} to find me {reg1} {s3} as prisoners, that I may exchange them.
dlga_lord_tell_mission:lord_pretalk|No {playername}. I do not need your help at this time.
dlga_lord_mission_told:lord_mission_accepted|You can count on me, {s65}.
dlga_lord_mission_told:lord_mission_rejected|I fear I cannot accept such a mission at the moment.
dlga_lord_mission_accepted:close_window|Excellent, {playername}, excellent. I have every confidence in you.
dlga_lord_mission_rejected:close_window|Is that so? Well, I suppose you're just not up to the task. I shall have to look for somebody with more mettle.
dlga_lord_talk:lord_leave_prison|I must leave now.
dlga_lord_talk:lord_leave|This audience is over. I leave now.
dlga_lord_talk:lord_leave.1|I must beg my leave.
dlga_lord_leave:lord_leave_give_quest|Before you go, {playername}, I have something to ask of you... We may be enemies in this war, but I pray that you believe, as I do, that we can still be civil towards each other. Thus I hoped that you would be kind enough to assist me in something important to me.
dlga_lord_leave_give_quest:enemy_lord_tell_mission|I am listening.
dlga_enemy_lord_tell_mission:lord_mission_told|I have a friend here, an old warrior, who is very sick. Pestilence has infected an old battle wound, and unless he is seen to by a surgeon soon, he will surely die. This man is dear to me, {playername}, but he's also stubborn as a hog and refuses to have anyone look at his injury because he doesn't trust the physicians here. I have heard that you've a capable surgeon with you. If you would let your surgeon come here and have a look, {reg3?she:he} may be able to convince him to give his consent to an operation. Please, I will be deeply indebted to you if you grant me this request, 
dlga_lord_leave_prison:close_window|We'll meet again.
dlga_lord_leave:close_window|Farewell, my lady. I shall remain your most ardent admirer.
dlga_lord_leave:close_window.1|Of course, {playername}. Farewell.
dlga_lord_leave:close_window.2|Good journeys to you, {playername}.
dlga_lord_leave:close_window.3|Yes, yes. Farewell.
dlga_lord_leave:close_window.4|We will meet again.
dlga_member_chat:lady_journey_1|Are you enjoying the journey, {s65}?
dlga_lady_journey_1:close_window|I am doing quite fine, {playername}. Thank you for your concern.
dlga_start:spouse_talk|Yes, my husband?
dlga_spouse_talk:minister_issues|As you are my chief minister, I wish to speak to about affairs of state
dlga_spouse_talk:spouse_cancel_political_quest|Let's abandon our plan to {s10}.
dlga_spouse_cancel_political_quest:spouse_cancel_political_quest_confirm|Are you sure you want to drop that idea?
dlga_spouse_cancel_political_quest_confirm:spouse_pretalk|Yes, I am sure. Let's abandon that idea.
dlga_spouse_cancel_political_quest_confirm:spouse_pretalk.1|Actually, never mind.
dlga_spouse_talk:combined_political_quests|Let us think of a way to improve our standing in this realm, 
dlga_spouse_talk:spouse_organize_feast|I was thinking that perhaps we could host a feast, 
dlga_spouse_talk:spouse_household_possessions|Let us take inventory of our household possessions, 
dlga_spouse_household_possessions:spouse_pretalk|Anyway, that is the content of our larder.
dlga_spouse_talk:close_window|We shall speak later, my {wife/husband}
dlga_wedding_ceremony_bride_vow:wedding_ceremony_player_vow|My husband, I hearby pledge to be your wife, to stand with you in good times and bad. May the heavens smile upon us and bless us with children, livestock, and land.
dlga_wedding_ceremony_player_vow:wedding_ceremony_vows_complete|I pledge the same. Let us be husband and wife.
dlga_wedding_ceremony_player_vow:close_window|Wait -- hold on... I'm not quite ready for this.
dlga_wedding_ceremony_vows_complete:close_window|I now declare you and {s3} to be husband and wife. Go now to the chamber prepared for you, and we shall make arrangements for your bride to join you in your hall in {s11}.
dlga_spouse_pretalk:spouse_talk|Is there anything else, my {husband/wife}?
dlga_spouse_organize_feast:spouse_pretalk|A splendid idea, my {husband/wife}. However, let us wait for the current feast here to conclude, before organizing another.
dlga_spouse_organize_feast:spouse_pretalk.1|A splendid idea, my {husband/wife}. However, we must establish a court before hosting a feast.
dlga_spouse_organize_feast:spouse_pretalk.2|A splendid idea, my {husband/wife}. However, our realm has recently had a feast. Perhaps we should wait another {reg3} days before we organize another one.
dlga_spouse_organize_feast:spouse_evaluate_larder_for_feast|A splendid idea, my {husband/wife}. However, to not insult our guests, we must make sure that we can provide a large and varied repast, for the lords, their families, and their retinues. All told, we should count on a couple of hundred mouths to feed, over several days. Let us take an inventory of our household possessions..
dlga_spouse_evaluate_larder_for_feast:spouse_feast_confirm|{s9}, 
dlga_spouse_feast_confirm:spouse_feast_added_items|Let me add more items to our storehouses, 
dlga_spouse_feast_added_items:spouse_evaluate_larder_for_feast|All right -- let me reevalute what is there...
dlga_spouse_feast_confirm:spouse_feast_confirm_yes|Let us dispatch the invitations, 
dlga_spouse_feast_confirm:spouse_pretalk|Let us wait, then
dlga_spouse_feast_confirm_yes:spouse_pretalk|I shall send word, then, that we will host a feast as soon as conditions in the realm permit. You perhaps should continue to stock our larder, so that we may do justice to our reputation for hospitality.
dlga_spouse_feast_confirm_yes:spouse_pretalk.1|Very well, then. Let the feast begin immediately at our court {reg4?here:} in {s9}. You perhaps should continue to stock our larder, so that we may do justice to our reputation for hospitality. You may declare the feast to be concluded at any time, either by beginning a campaign or by letting it be known that the vassals can return to their homes.
dlga_start:close_window.76|How wonderful it is... In a short while we shall be married! However, I should point out that, in the remaining few days, it is not customary for us to speak too much together.
dlga_start:close_window.77|Em, {playername}, you might not be used to our wedding customs, but I had hoped that someone would tell you... Speak first to my {s11}, {s4}.
dlga_start:close_window.78|I do not know where to find my {s11} {s10}, who by tradition should preside over our wedding. Perhaps we should wait until he can be found...
dlga_start:close_window.79|The honorable {s12} has agreed to allow us to return home to our families. We shall be departing shortly.
